OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036GB,2026-08-03T08:05:56.500800,14.67964530,.00547734,74.0208,246.4345,305.0222,66.8691,0,U,33992,999,92551,.36430636E-3,.2101E-4,0
COSMOS 2251 DEB,1993-036GD,2026-08-03T19:37:58.685376,14.41352967,.00234931,74.0435,117.1845,198.2920,224.3996,0,U,33994,999,91792,.57455603E-4,.16E-5,0
COSMOS 2251 DEB,1993-036GE,2026-08-03T20:30:10.738080,14.35784123,.00601585,74.0593,50.6399,7.1823,353.0177,0,U,33995,999,90878,.38351759E-3,.1107E-4,0
COSMOS 2251 DEB,1993-036GJ,2026-08-03T19:46:10.024896,14.88755178,.00403239,73.9155,121.7618,316.2757,43.5231,0,U,33999,999,92728,.11160552E-2,.10574E-3,0
COSMOS 2251 DEB,1993-036GL,2026-08-03T11:30:11.151936,14.37321273,.00214594,74.0364,211.7002,241.8361,276.2634,0,U,34001,999,91504,.96933683E-4,.263E-5,0
COSMOS 2251 DEB,1993-036GN,2026-08-03T02:04:43.852224,13.85031179,.02784609,74.0748,251.9991,309.8722,47.8208,0,U,34003,999,87655,.54950372E-3,.816E-5,0
COSMOS 2251 DEB,1993-036GP,2026-08-03T03:02:56.282784,14.50821772,.00305438,74.0321,234.7450,200.2006,159.7949,0,U,34004,999,91413,.51412952E-3,.201E-4,0
COSMOS 2251 DEB,1993-036GQ,2026-08-03T21:19:08.410656,14.40465660,.00210277,74.0458,140.9734,206.8098,214.8505,0,U,34005,999,91750,.7327567E-4,.207E-5,0
COSMOS 2251 DEB,1993-036GR,2026-08-03T11:45:38.689632,15.18640664,.00036379,74.0560,23.9850,154.7186,231.6438,0,U,34006,999,92188,.41103555E-2,.86155E-3,0
COSMOS 2251 DEB,1993-036GS,2026-08-03T19:45:04.004928,14.66394213,.00472915,74.0162,255.6246,329.3699,30.4710,0,U,34007,999,92509,.36138893E-3,.1999E-4,0
